id,user_id,username,role,action,status,ip_address,timestamp
153,1,admin,admin,view_dashboard,success,127.0.0.1,2026-06-21 16:02:18
154,1,admin,admin,session_end,success,127.0.0.1,2026-06-21 16:02:29
155,1,admin,admin,session_start,success,127.0.0.1,2026-06-21 16:06:46
156,1,admin,admin,view_dashboard,success,127.0.0.1,2026-06-21 16:07:24
157,1,admin,admin,session_end,success,127.0.0.1,2026-06-21 16:16:18
158,9,rose,doctor,session_start,success,127.0.0.1,2026-06-21 16:32:09
159,9,rose,doctor,view_doctor_dashboard,success,127.0.0.1,2026-06-21 16:48:03
160,2,dr_john,doctor,session_end,success,127.0.0.1,2026-06-21 16:52:32
161,9,rose,doctor,session_start,success,127.0.0.1,2026-06-21 16:55:03
162,9,rose,doctor,view_doctor_dashboard,success,127.0.0.1,2026-06-21 16:55:04
163,8,alto,admin,session_start,success,127.0.0.1,2026-06-21 17:05:45
164,8,alto,admin,view_dashboard,success,127.0.0.1,2026-06-21 17:06:43
165,8,alto,admin,view_doctor_dashboard,success,127.0.0.1,2026-06-21 17:07:51
166,8,alto,admin,view_appointments,success,127.0.0.1,2026-06-21 17:08:13
167,8,alto,admin,session_end,success,127.0.0.1,2026-06-21 17:08:19
169,2,dr_john,doctor,view_doctor_dashboard,success,127.0.0.1,2026-06-21 17:08:47
168,2,dr_john,doctor,session_start,success,127.0.0.1,2026-06-21 17:08:47
170,2,dr_john,doctor,view_doctor_dashboard,success,127.0.0.1,2026-06-21 18:01:04
171,2,dr_john,doctor,session_start,success,127.0.0.1,2026-06-21 18:08:00
172,2,dr_john,doctor,view_doctor_dashboard,success,127.0.0.1,2026-06-21 18:08:30
173,2,dr_john,doctor,view_patient_list,success,127.0.0.1,2026-06-21 18:08:37
174,2,dr_john,doctor,view_appointments,success,127.0.0.1,2026-06-21 18:08:40
175,2,dr_john,doctor,view_doctor_dashboard,success,127.0.0.1,2026-06-21 18:09:29
176,2,dr_john,doctor,view_appointments,success,127.0.0.1,2026-06-21 18:09:47
177,2,dr_john,doctor,view_doctor_dashboard,success,127.0.0.1,2026-06-21 18:09:53
178,2,dr_john,doctor,session_end,success,127.0.0.1,2026-06-21 18:10:04
180,9,rose,doctor,view_doctor_dashboard,success,127.0.0.1,2026-06-21 18:13:53
179,9,rose,doctor,session_start,success,127.0.0.1,2026-06-21 18:13:53
181,9,rose,doctor,view_appointments,success,127.0.0.1,2026-06-21 18:14:06
182,9,rose,doctor,view_doctor_dashboard,success,127.0.0.1,2026-06-21 18:14:59
183,9,rose,doctor,session_end,success,127.0.0.1,2026-06-21 18:15:14
184,2,dr_john,doctor,session_start,success,127.0.0.1,2026-06-21 18:16:01
185,2,dr_john,doctor,view_doctor_dashboard,success,127.0.0.1,2026-06-21 18:16:01
186,2,dr_john,doctor,session_start,success,127.0.0.1,2026-06-21 18:22:49
187,2,dr_john,doctor,view_doctor_dashboard,success,127.0.0.1,2026-06-21 18:23:13
188,2,dr_john,doctor,view_appointments,success,127.0.0.1,2026-06-21 18:25:08
189,2,dr_john,doctor,session_end,success,127.0.0.1,2026-06-21 18:25:15
191,9,rose,doctor,view_doctor_dashboard,success,127.0.0.1,2026-06-21 18:25:47
190,9,rose,doctor,session_start,success,127.0.0.1,2026-06-21 18:25:47
192,9,rose,doctor,view_appointments,success,127.0.0.1,2026-06-21 18:26:00
193,9,rose,doctor,view_doctor_dashboard,success,127.0.0.1,2026-06-21 18:27:26
194,7,lab_tech,lab_technician,session_start,success,127.0.0.1,2026-06-21 20:17:32
195,7,lab_tech,lab_technician,view_lab_dashboard,success,127.0.0.1,2026-06-21 20:18:37
196,7,lab_tech,lab_technician,view_lab_requests,success,127.0.0.1,2026-06-21 20:19:05
197,7,lab_tech,lab_technician,view_lab_requests,success,127.0.0.1,2026-06-21 20:19:15
198,7,lab_tech,lab_technician,view_lab_dashboard,success,127.0.0.1,2026-06-21 20:19:21
199,7,lab_tech,lab_technician,view_lab_dashboard,success,127.0.0.1,2026-06-21 20:19:42
200,7,lab_tech,lab_technician,session_end,success,127.0.0.1,2026-06-21 20:36:42
